Query Text	IsThirdParty
"SELECT convert(pl.procnum, CHAR) AS key_value, convert(crc32(concat_ws('', pl.procnum, right(pc.proccode, 15), 'A', pl.procdate, NULL, NULL, 'P', right(pl.patnum, 10), p.guarantor, pl.procfee, NULL, max(cp.claimprocnum), right(pl.provnum, 10), 'A')), CHAR) AS check_sum, pl.procnum AS tran_num, right(pc.proccode, 15) AS service_code, 'A' AS STATUS, pl.procdate AS tran_date, NULL AS 'create_date', NULL AS 'adjustment_type', 'P' AS 'impacts', right(pl.patnum, 10) patient_id, p.guarantor AS resp_party_id, pl.procfee AS amount, NULL AS paytype_id, max(cp.claimprocnum) AS claim_id, right(pl.provnum, 10) AS provider_id, 'A' type FROM procedurelog pl LEFT JOIN procedurecode pc 	ON pl.codenum = pc.codenum INNER JOIN patient p 	ON pl.patnum = p.patnum LEFT JOIN claimproc cp 	ON pl.procnum = cp.procnum WHERE procstatus = 2 GROUP BY pl.procnum  UNION ALL  SELECT convert(p.paynum + 500000000, CHAR) AS key_value, convert(crc32(concat_ws('', p.paynum + 500000000, max(right(ps.procnum, 15)), 'A', p.paydate, p.dateentry, NULL, 'C', right(p.patnum, 10), pa.guarantor, p.payamt * - 1, p.paytype, NULL, max(right(ps.provnum, 10)), 'A')), CHAR) AS check_sum, p.paynum + 500000000 AS tran_num, max(right(ps.procnum, 15)) AS service_code, 'A' AS STATUS, p.paydate AS tran_date, p.dateentry AS 'create_date', NULL AS 'adjustment_type', 'C' AS 'impacts', right(p.patnum, 10) AS patient_id, pa.guarantor AS resp_party_id, p.payamt * - 1 AS amount, p.paytype AS paytype_id, NULL AS claim_id, max(right(ps.provnum, 10)) AS provider_id, 'A' type FROM payment p INNER JOIN paysplit ps 	ON p.paynum = ps.paynum INNER JOIN patient pa 	ON p.patnum = pa.patnum GROUP BY p.paynum  UNION ALL  SELECT convert(cp.claimprocnum + 700000000, CHAR) AS key_value, convert(crc32(concat_ws('', cp.claimprocnum + 700000000, right(pc.proccode, 15), 'A', cp.datecp, cp.dateentry, NULL, 'C', right(p.patnum, 10), p.guarantor, cp.inspayamt * - 1, cpm.paytype, NULL, right(cp.provnum, 10), 'A')), CHAR) AS check_sum, cp.claimprocnum + 700000000 AS tran_num, right(pc.proccode, 15) AS service_code, 'A' AS STATUS, cp.datecp AS tran_date, cp.dateentry AS 'create_date', NULL AS 'adjustment_type', 'C' AS 'impacts', right(p.patnum, 10) patient_id, p.guarantor AS resp_party_id, cp.inspayamt * - 1 AS amount, cpm.paytype AS paytype_id, NULL AS claim_id, right(cp.provnum, 10) AS provider_id, 'A' type FROM claimproc cp LEFT JOIN procedurelog pl 	ON pl.procnum = cp.procnum LEFT JOIN patient p 	ON p.patnum = cp.patnum LEFT JOIN procedurecode pc 	ON pl.codenum = pc.codenum LEFT JOIN claimpayment cpm 	ON cpm.claimpaymentnum = cp.claimpaymentnum WHERE cp.STATUS IN (1, 4) 	AND cp.inspayamt != 0  UNION ALL  SELECT convert(a.adjnum + 800000000, CHAR) AS key_value, convert(crc32(concat_ws('', a.adjnum + 800000000, right(a.procnum, 15), 'A', a.adjdate, NULL, AdjType, 'A', right(a.patnum, 10), pa.guarantor, a.adjamt, NULL, NULL, right(a.provnum, 10), CASE  					WHEN itemvalue = '-' 						THEN 'C' 					ELSE 'D' 					END)), CHAR) AS check_sum, a.adjnum + 800000000 AS tran_num, right(a.procnum, 15) AS service_code, 'A' AS STATUS, a.adjdate AS tran_date, NULL AS 'create_date', AdjType AS 'adjustment_type', 'A' AS 'impacts', right(a.patnum, 10) patient_id, pa.guarantor AS resp_party_id, a.adjamt AS amount, NULL AS paytype_id, NULL AS claim_id, right(a.provnum, 10) AS provider_id, CASE  		WHEN itemvalue = '-' 			THEN 'C' 		ELSE 'D' 		END type FROM adjustment a LEFT JOIN patient pa 	ON a.patnum = pa.patnum LEFT JOIN DEFINITION d 	ON a.adjtype = d.defnum WHERE a.adjamt != 0  UNION ALL  SELECT convert(cp.claimprocnum + 900000000, CHAR) AS key_value, convert(crc32(concat_ws('', cp.claimprocnum + 900000000, right(pc.proccode, 15), 'A', cp.procdate, cp.dateentry, NULL, 'A', right(p.patnum, 10), p.guarantor, cp.writeoff * - 1, cpm.paytype, NULL, right(cp.provnum, 10), CASE  					WHEN cp.writeoff > 0 						THEN 'C' 					ELSE 'D' 					END)), CHAR) AS check_sum, cp.claimprocnum + 900000000 AS tran_num, right(pc.proccode, 15) AS service_code, 'A' AS STATUS, cp.procdate AS tran_date, cp.dateentry AS 'create_date', NULL AS 'adjustment_type', 'A' AS 'impacts', right(p.patnum, 10) patient_id, p.guarantor AS resp_party_id, cp.writeoff * - 1 AS amount, cpm.paytype AS paytype_id, NULL AS claim_id, right(cp.provnum, 10) AS provider_id, CASE  		WHEN cp.writeoff > 0 			THEN 'C' 		ELSE 'D' 		END type FROM claimproc cp LEFT JOIN procedurelog pl 	ON pl.procnum = cp.procnum LEFT JOIN patient p 	ON p.patnum = cp.patnum LEFT JOIN procedurecode pc 	ON pl.codenum = pc.codenum LEFT JOIN claimpayment cpm 	ON cpm.claimpaymentnum = cp.claimpaymentnum WHERE cp.writeoff != 0;"	1
"SELECT convert(right(p.patnum, 10), CHAR) AS key_value, convert(crc32(concat_ws('', right(p.patnum, 10), fname, lname, salutation, address, address2, city, STATE, zip, hmphone, wkphone, CASE  					WHEN patstatus = 0 						THEN 'a' 					ELSE 'i' 					END, CASE  					WHEN gender = '0' 						THEN 'm' 					WHEN gender = '1' 						THEN 'f' 					WHEN gender = '2' 						THEN 'u' 					END, guarantor, birthdate, right(priprov, 10), right(secprov, 10), CASE  					WHEN prefercontactmethod <> 1 						THEN 'y' 					ELSE 'n' 					END, bal_0_30, bal_31_60, bal_61_90, balover90, insest, datefirstvisit, pl.last_date_seen, employernum, CASE  					WHEN patstatus = 0 						THEN 'a' 					ELSE 'i' 					END, email, wirelessphone, CASE  					WHEN amtplanned > 0 						AND sum(CASE  								WHEN patplan.ordinal = 1 									THEN ifnull(annualmax.annualmax, 0) - ifnull(used.amtused, 0) 								ELSE 0 								END) > 0.01 						THEN sum(CASE  									WHEN patplan.ordinal = 1 										THEN ifnull(annualmax.annualmax, 0) - ifnull(used.amtused, 0) 									ELSE 0 									END) 					ELSE 0 					END, CASE  					WHEN amtplanned > 0 						AND sum(CASE  								WHEN patplan.ordinal = 2 									THEN ifnull(annualmax.annualmax, 0) - ifnull(used.amtused, 0) 								ELSE 0 								END) > 0.01 						THEN sum(CASE  									WHEN patplan.ordinal = 2 										THEN ifnull(annualmax.annualmax, 0) - ifnull(used.amtused, 0) 									ELSE 0 									END) 					ELSE 0 					END, p.BalTotal)), CHAR) AS check_sum, right(p.patnum, 10) AS patient_id, fname AS first_name, lname AS last_name, salutation, address AS address_1, address2 AS address_2, city, STATE, zip AS zipcode, hmphone AS home_phone, wkphone AS work_phone, CASE  		WHEN patstatus = 0 			THEN 'a' 		ELSE 'i' 		END AS STATUS, CASE  		WHEN gender = '0' 			THEN 'm' 		WHEN gender = '1' 			THEN 'f' 		WHEN gender = '2' 			THEN 'u' 		END AS 'sex', guarantor AS responsible_party_id, birthdate AS birth_date, right(priprov, 10) preferred_dentist, right(secprov, 10) AS Preferred_hygienist, CASE  		WHEN prefercontactmethod <> 1 			THEN 'y' 		ELSE 'n' 		END AS 'receive_recalls', bal_0_30 AS current_bal, bal_31_60 AS thirty_day, bal_61_90 AS sixty_day, balover90 AS ninety_day, insest AS estimated_insurance, datefirstvisit AS first_visit_date, pl.last_date_seen AS last_date_seen, employernum AS prim_employer_id, CASE  		WHEN patstatus = 0 			THEN 'a' 		ELSE 'i' 		END AS patient_status, email AS email_address, wirelessphone AS cell_phone, CASE  		WHEN amtplanned > 0 			AND sum(CASE  					WHEN patplan.ordinal = 1 						THEN ifnull(annualmax.annualmax, 0) - ifnull(used.amtused, 0) 					ELSE 0 					END) > 0.01 			THEN sum(CASE  						WHEN patplan.ordinal = 1 							THEN ifnull(annualmax.annualmax, 0) - ifnull(used.amtused, 0) 						ELSE 0 						END) 		ELSE 0 		END prim_benefits_remaining, CASE  		WHEN amtplanned > 0 			AND sum(CASE  					WHEN patplan.ordinal = 2 						THEN ifnull(annualmax.annualmax, 0) - ifnull(used.amtused, 0) 					ELSE 0 					END) > 0.01 			THEN sum(CASE  						WHEN patplan.ordinal = 2 							THEN ifnull(annualmax.annualmax, 0) - ifnull(used.amtused, 0) 						ELSE 0 						END) 		ELSE 0 		END sec_benefits_remaining, p.BalTotal total_balance FROM patient p LEFT JOIN patplan 	ON p.patnum = patplan.patnum LEFT JOIN inssub 	ON inssub.inssubnum = patplan.inssubnum LEFT JOIN ( 	SELECT patnum, max(procdate) last_date_seen 	FROM procedurelog 	GROUP BY patnum 	) pl 	ON pl.patnum = p.patnum LEFT JOIN ( 	SELECT benefit.plannum, max(benefit.monetaryamt) AS annualmax 	FROM benefit 	LEFT JOIN covcat 		ON covcat.covcatnum = benefit.covcatnum 	WHERE benefit.benefittype = 5 /* limitation */ 		AND benefit.timeperiod = 2 /* calendar year */ 		AND ( 			covcat.ebenefitcat = 1 			OR isnull(covcat.ebenefitcat) 			) 		AND benefit.monetaryamt > 0 /* (-1) indicates empty */ 	GROUP BY benefit.plannum 	) annualmax 	ON annualmax.plannum = inssub.plannum LEFT JOIN ( 	SELECT procedurelog.patnum, sum(procedurelog.procfee) AS amtplanned 	FROM procedurelog 	INNER JOIN patient 		ON patient.patnum = procedurelog.patnum 			AND patient.patstatus = 0 /* patient */ 	LEFT JOIN appointment a 		ON procedurelog.patnum = a.patnum 			AND a.aptstatus = 1 /*sched*/ 	WHERE procedurelog.procstatus = 1 /*treatment planned*/ 		AND isnull(a.aptnum) 	GROUP BY patient.patnum 	) planned 	ON planned.patnum = p.patnum LEFT JOIN ( 	SELECT patplan.patplannum, sum(ifnull(claimproc.inspayamt, 0)) AS amtused 	FROM claimproc 	INNER JOIN inssub 		ON claimproc.inssubnum = inssub.inssubnum 	INNER JOIN patplan 		ON inssub.inssubnum = patplan.inssubnum 			AND patplan.patnum = claimproc.patnum 	WHERE claimproc.STATUS IN (1, 3, 4) 		AND year(claimproc.procdate) = year(curdate()) /*current calendar year*/ 	GROUP BY patplan.patplannum 	) used 	ON used.patplannum = patplan.patplannum GROUP BY p.patnum;"	1
"SELECT DISTINCT patient.Address patAddress1, patient.Address2 patAddress2, patient.AddrNote patAddrNote, patient.ApptModNote patApptModNote, appointment.AppointmentTypeNum, appointment.AptDateTime apptAptDateTime, appointment.DateTimeArrived apptAptDateTimeArrived, appointment.AptNum apptAptNum, appointment.AptStatus apptAptStatus, appointment.Priority, appointment.Assistant apptAssistant, patient.BillingType patBillingType, patient.BirthDate patBirthDate, patient.DateTimeDeceased patDateTimeDeceased, appointment.InsPlan1, appointment.InsPlan2, appointment.ClinicNum, patient.ChartNumber patChartNumber, patient.City patCity, appointment.ColorOverride apptColorOverride, appointment.Confirmed apptConfirmed, patient.CreditType patCreditType, labcase.DateTimeChecked labcaseDateTimeChecked, labcase.DateTimeDue labcaseDateTimeDue, labcase.DateTimeRecd labcaseDateTimeRecd, labcase.DateTimeSent labcaseDateTimeSent, appointment.DateTimeAskedToArrive apptDateTimeAskedToArrive, patient.Email patEmail, guar.FamFinUrgNote guarFamFinUrgNote, patient. 	FName patFName, patient.Guarantor patGuarantor, patient.HmPhone patHmPhone, patient.ImageFolder patImageFolder, appointment.IsHygiene apptIsHygiene, appointment.IsNewPatient apptIsNewPatient, labcase.LabCaseNum labcaseLabCaseNum, patient.LANGUAGE patLanguage, patient.LName patLName, patient.MedUrgNote patMedUrgNote, patient.MiddleI patMiddleI, appointment.Note apptNote, appointment.Op apptOp, appointment.PatNum apptPatNum, appointment.Pattern apptPattern, appointment.PatternSecondary apptPatternSecondary, ( 		CASE  			WHEN patplan.InsSubNum IS NULL 				THEN 0 			ELSE 1 			END 		) hasIns, patient.PreferConfirmMethod patPreferConfirmMethod, patient.PreferContactMethod patPreferContactMethod, patient.Preferred patPreferred, patient.PreferRecallMethod patPreferRecallMethod, patient.Premed patPremed, appointment.ProcDescript apptProcDescript, appointment.ProcsColored apptProcsColored, appointment.ProvBarText, appointment.ProvHyg apptProvHyg, appointment.ProvNum apptProvNum, patient.STATE patState, patient.WirelessPhone patWirelessPhone, patient.WkPhone patWkPhone, patient.Zip patZip, ( 		CASE  			WHEN discountplansub.DiscountPlanNum IS NULL 				THEN 0 			ELSE discountplansub.DiscountPlanNum 			END 		) discountPlan, ( 		CASE  			WHEN discountplansub.DiscountPlanNum IS NULL 				THEN 0 			ELSE 1 			END 		) hasDiscount FROM appointment LEFT JOIN patient 	ON patient.PatNum = appointment.PatNum LEFT JOIN labcase 	ON labcase.AptNum = appointment.AptNum 		AND labcase.AptNum != 0 LEFT JOIN patient guar 	ON guar.PatNum = patient.Guarantor LEFT JOIN patplan 	ON patplan.PatNum = patient.PatNum 		AND patplan.Ordinal = 1 LEFT JOIN discountplansub 	ON discountplansub.PatNum = patient.PatNum WHERE ( 		( 			AptDateTime >= '0001-01-01' 			AND AptDateTime < '0001-01-02' 			AND AptStatus IN (1, 2, 5, 7, 8) 			) 		OR appointment.AptNum IN (20795, 20754, 20789, 7923, 20785, 20790) 		);"	0
"SELECT * FROM adjustment WHERE AdjDate BETWEEN '2022-05-12' AND '2022-05-12' 	AND PatNum IN ( 		SELECT PatNum 		FROM appointment 		WHERE AptDateTime BETWEEN '2022-05-12' AND '2022-05-13' 			AND AptStatus IN (1, 2, 5, 7, 8) 			AND Op IN (1, 2, 4, 3) 		)  UNION  SELECT * FROM adjustment WHERE ProcNum IN (8759, 8761, 9917, 9918, 10016, 10040, 10041);"	0
"SELECT D.* FROM inssub D, ( 		( 			SELECT A.InsSubNum 			FROM inssub A 			WHERE A.Subscriber = 620 				OR A.Subscriber = 1638 				OR A.Subscriber = 649 				OR A.Subscriber = 1077 			) 		 		UNION 		 		( 			SELECT B.InsSubNum 			FROM inssub B, patplan P 			WHERE B.InsSubNum = P.InsSubNum 				AND ( 					P.PatNum = 620 					OR P.PatNum = 1638 					OR P.PatNum = 649 					OR P.PatNum = 1077 					) 			) 		) C WHERE D.InsSubNum = C.InsSubNum ORDER BY DateEffective;"	0
"SELECT convert(pe.perioexamnum, CHAR) AS key_value, convert(crc32(concat_ws('', pe.perioexamnum, right(patnum, 10), examdate, right(provnum, 10), max(CASE  						WHEN p.inttooth = 1 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 2 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 3 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 4 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 5 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 6 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 7 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 8 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 9 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 10 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 11 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 12 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 13 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 14 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 15 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 16 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 17 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 18 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 19 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 20 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 21 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 22 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 23 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 24 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 25 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 26 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 27 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 28 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 29 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 30 							THEN data_value 						ELSE '000000000000' 						END), max(CASE  						WHEN p.inttooth = 31 							THEN data_value 						ELSE '000000000000' 						END))), CHAR) AS check_sum, pe.perioexamnum AS perio_exam_id, right(patnum, 10) patient_id, examdate AS date_entered, right(provnum, 10) AS provider_id, max(CASE  			WHEN p.inttooth = 1 				THEN data_value 			ELSE '000000000000' 			END) tooth_1, max(CASE  			WHEN p.inttooth = 2 				THEN data_value 			ELSE '000000000000' 			END) tooth_2, max(CASE  			WHEN p.inttooth = 3 				THEN data_value 			ELSE '000000000000' 			END) tooth_3, max(CASE  			WHEN p.inttooth = 4 				THEN data_value 			ELSE '000000000000' 			END) tooth_4, max(CASE  			WHEN p.inttooth = 5 				THEN data_value 			ELSE '000000000000' 			END) tooth_5, max(CASE  			WHEN p.inttooth = 6 				THEN data_value 			ELSE '000000000000' 			END) tooth_6, max(CASE  			WHEN p.inttooth = 7 				THEN data_value 			ELSE '000000000000' 			END) tooth_7, max(CASE  			WHEN p.inttooth = 8 				THEN data_value 			ELSE '000000000000' 			END) tooth_8, max(CASE  			WHEN p.inttooth = 9 				THEN data_value 			ELSE '000000000000' 			END) tooth_9, max(CASE  			WHEN p.inttooth = 10 				THEN data_value 			ELSE '000000000000' 			END) tooth_10, max(CASE  			WHEN p.inttooth = 11 				THEN data_value 			ELSE '000000000000' 			END) tooth_11, max(CASE  			WHEN p.inttooth = 12 				THEN data_value 			ELSE '000000000000' 			END) tooth_12, max(CASE  			WHEN p.inttooth = 13 				THEN data_value 			ELSE '000000000000' 			END) tooth_13, max(CASE  			WHEN p.inttooth = 14 				THEN data_value 			ELSE '000000000000' 			END) tooth_14, max(CASE  			WHEN p.inttooth = 15 				THEN data_value 			ELSE '000000000000' 			END) tooth_15, max(CASE  			WHEN p.inttooth = 16 				THEN data_value 			ELSE '000000000000' 			END) tooth_16, max(CASE  			WHEN p.inttooth = 17 				THEN data_value 			ELSE '000000000000' 			END) tooth_17, max(CASE  			WHEN p.inttooth = 18 				THEN data_value 			ELSE '000000000000' 			END) tooth_18, max(CASE  			WHEN p.inttooth = 19 				THEN data_value 			ELSE '000000000000' 			END) tooth_19, max(CASE  			WHEN p.inttooth = 20 				THEN data_value 			ELSE '000000000000' 			END) tooth_20, max(CASE  			WHEN p.inttooth = 21 				THEN data_value 			ELSE '000000000000' 			END) tooth_21, max(CASE  			WHEN p.inttooth = 22 				THEN data_value 			ELSE '000000000000' 			END) tooth_22, max(CASE  			WHEN p.inttooth = 23 				THEN data_value 			ELSE '000000000000' 			END) tooth_23, max(CASE  			WHEN p.inttooth = 24 				THEN data_value 			ELSE '000000000000' 			END) tooth_24, max(CASE  			WHEN p.inttooth = 25 				THEN data_value 			ELSE '000000000000' 			END) tooth_25, max(CASE  			WHEN p.inttooth = 26 				THEN data_value 			ELSE '000000000000' 			END) tooth_26, max(CASE  			WHEN p.inttooth = 27 				THEN data_value 			ELSE '000000000000' 			END) tooth_27, max(CASE  			WHEN p.inttooth = 28 				THEN data_value 			ELSE '000000000000' 			END) tooth_28, max(CASE  			WHEN p.inttooth = 29 				THEN data_value 			ELSE '000000000000' 			END) tooth_29, max(CASE  			WHEN p.inttooth = 30 				THEN data_value 			ELSE '000000000000' 			END) tooth_30, max(CASE  			WHEN p.inttooth = 31 				THEN data_value 			ELSE '000000000000' 			END) tooth_31 FROM perioexam pe INNER JOIN periomeasure pm 	ON pe.perioexamnum = pm.perioexamnum INNER JOIN ( 	SELECT pe.perioexamnum, inttooth, CONCAT ('0', greatest(MBValue, 0), '0', greatest(BValue, 0), '0', greatest(DBValue, 0), '0', greatest(MLValue, 0), '0', greatest(LValue, 0), '0', greatest(DLValue, 0)) data_value 	FROM perioexam pe 	INNER JOIN periomeasure pm 		ON pe.perioexamnum = pm.perioexamnum 	WHERE sequencetype = 4 	) p 	ON p.perioexamnum = pm.perioexamnum WHERE sequencetype = 4 GROUP BY pe.perioexamnum;"	1
"SELECT convert(pl.procnum, CHAR) AS key_value, convert(crc32(concat_ws('', pl.procnum, right(pc.proccode, 15), 'A', pl.procdate, NULL, NULL, 'P', right(pl.patnum, 10), p.guarantor, pl.procfee, NULL, max(cp.claimprocnum), right(pl.provnum, 10), 'A')), CHAR) AS check_sum, pl.procnum AS tran_num, right(pc.proccode, 15) AS service_code, 'A' AS STATUS, pl.procdate AS tran_date, NULL AS 'create_date', NULL AS 'adjustment_type', 'P' AS 'impacts', right(pl.patnum, 10) patient_id, p.guarantor AS resp_party_id, pl.procfee AS amount, NULL AS paytype_id, max(cp.claimprocnum) AS claim_id, right(pl.provnum, 10) AS provider_id, 'A' type FROM procedurelog pl LEFT JOIN procedurecode pc 	ON pl.codenum = pc.codenum INNER JOIN patient p 	ON pl.patnum = p.patnum LEFT JOIN claimproc cp 	ON pl.procnum = cp.procnum WHERE procstatus = 2 GROUP BY pl.procnum  UNION ALL  SELECT convert(p.paynum + 500000000, CHAR) AS key_value, convert(crc32(concat_ws('', p.paynum + 500000000, max(right(ps.procnum, 15)), 'A', p.paydate, p.dateentry, NULL, 'C', right(p.patnum, 10), pa.guarantor, p.payamt * - 1, p.paytype, NULL, max(right(ps.provnum, 10)), 'A')), CHAR) AS check_sum, p.paynum + 500000000 AS tran_num, max(right(ps.procnum, 15)) AS service_code, 'A' AS STATUS, p.paydate AS tran_date, p.dateentry AS 'create_date', NULL AS 'adjustment_type', 'C' AS 'impacts', right(p.patnum, 10) AS patient_id, pa.guarantor AS resp_party_id, p.payamt * - 1 AS amount, p.paytype AS paytype_id, NULL AS claim_id, max(right(ps.provnum, 10)) AS provider_id, 'A' type FROM payment p INNER JOIN paysplit ps 	ON p.paynum = ps.paynum INNER JOIN patient pa 	ON p.patnum = pa.patnum GROUP BY p.paynum  UNION ALL  SELECT convert(cp.claimprocnum + 700000000, CHAR) AS key_value, convert(crc32(concat_ws('', cp.claimprocnum + 700000000, right(pc.proccode, 15), 'A', cp.datecp, cp.dateentry, NULL, 'C', right(p.patnum, 10), p.guarantor, cp.inspayamt * - 1, cpm.paytype, NULL, right(cp.provnum, 10), 'A')), CHAR) AS check_sum, cp.claimprocnum + 700000000 AS tran_num, right(pc.proccode, 15) AS service_code, 'A' AS STATUS, cp.datecp AS tran_date, cp.dateentry AS 'create_date', NULL AS 'adjustment_type', 'C' AS 'impacts', right(p.patnum, 10) patient_id, p.guarantor AS resp_party_id, cp.inspayamt * - 1 AS amount, cpm.paytype AS paytype_id, NULL AS claim_id, right(cp.provnum, 10) AS provider_id, 'A' type FROM claimproc cp LEFT JOIN procedurelog pl 	ON pl.procnum = cp.procnum LEFT JOIN patient p 	ON p.patnum = cp.patnum LEFT JOIN procedurecode pc 	ON pl.codenum = pc.codenum LEFT JOIN claimpayment cpm 	ON cpm.claimpaymentnum = cp.claimpaymentnum WHERE cp.STATUS IN (1, 4) 	AND cp.inspayamt != 0  UNION ALL  SELECT convert(a.adjnum + 800000000, CHAR) AS key_value, convert(crc32(concat_ws('', a.adjnum + 800000000, right(a.procnum, 15), 'A', a.adjdate, NULL, AdjType, 'A', right(a.patnum, 10), pa.guarantor, a.adjamt, NULL, NULL, right(a.provnum, 10), CASE  					WHEN itemvalue = '-' 						THEN 'C' 					ELSE 'D' 					END)), CHAR) AS check_sum, a.adjnum + 800000000 AS tran_num, right(a.procnum, 15) AS service_code, 'A' AS STATUS, a.adjdate AS tran_date, NULL AS 'create_date', AdjType AS 'adjustment_type', 'A' AS 'impacts', right(a.patnum, 10) patient_id, pa.guarantor AS resp_party_id, a.adjamt AS amount, NULL AS paytype_id, NULL AS claim_id, right(a.provnum, 10) AS provider_id, CASE  		WHEN itemvalue = '-' 			THEN 'C' 		ELSE 'D' 		END type FROM adjustment a LEFT JOIN patient pa 	ON a.patnum = pa.patnum LEFT JOIN DEFINITION d 	ON a.adjtype = d.defnum WHERE a.adjamt != 0  UNION ALL  SELECT convert(cp.claimprocnum + 900000000, CHAR) AS key_value, convert(crc32(concat_ws('', cp.claimprocnum + 900000000, right(pc.proccode, 15), 'A', cp.procdate, cp.dateentry, NULL, 'A', right(p.patnum, 10), p.guarantor, cp.writeoff * - 1, cpm.paytype, NULL, right(cp.provnum, 10), CASE  					WHEN cp.writeoff > 0 						THEN 'C' 					ELSE 'D' 					END)), CHAR) AS check_sum, cp.claimprocnum + 900000000 AS tran_num, right(pc.proccode, 15) AS service_code, 'A' AS STATUS, cp.procdate AS tran_date, cp.dateentry AS 'create_date', NULL AS 'adjustment_type', 'A' AS 'impacts', right(p.patnum, 10) patient_id, p.guarantor AS resp_party_id, cp.writeoff * - 1 AS amount, cpm.paytype AS paytype_id, NULL AS claim_id, right(cp.provnum, 10) AS provider_id, CASE  		WHEN cp.writeoff > 0 			THEN 'C' 		ELSE 'D' 		END type FROM claimproc cp LEFT JOIN procedurelog pl 	ON pl.procnum = cp.procnum LEFT JOIN patient p 	ON p.patnum = cp.patnum LEFT JOIN procedurecode pc 	ON pl.codenum = pc.codenum LEFT JOIN claimpayment cpm 	ON cpm.claimpaymentnum = cp.claimpaymentnum WHERE cp.writeoff != 0;"	1
"SELECT `procnum`, `md5` FROM `procedurelog_temp`;"	1
"SELECT procedurelog.PatNum, procedurelog.ProcNum, procedurelog.CodeNum, procedurelog.ClinicNum, procedurelog.ProvNum, procedurelog.ProcFee, patient.PriProv, patient.FeeSched patFeeSched, procedurelog.ProcNumLab, 0 medCodeNum, IFNULL(MAX(CASE  				WHEN p.PatNum IS NOT NULL 					THEN insplan.PlanType 				ELSE '' 				END), '') PlanType, IFNULL(MAX(CASE  				WHEN patplan.Ordinal = 1 					THEN insplan.FeeSched 				ELSE 0 				END), 0) planFeeSched FROM procedurelog INNER JOIN patient 	ON patient.PatNum = procedurelog.PatNum LEFT JOIN ( 	SELECT patplan.PatNum, MIN(patplan.Ordinal) minOrdinal 	FROM patplan 	INNER JOIN inssub 		ON inssub.InsSubNum = patplan.InsSubNum 	INNER JOIN insplan 		ON insplan.PlanNum = inssub.PlanNum 			AND ! insplan.IsMedical 	GROUP BY patplan.PatNum 	) p 	ON patient.PatNum = p.PatNum LEFT JOIN patplan 	ON patplan.PatNum = patient.PatNum 		AND ( 			patplan.Ordinal = p.MinOrdinal 			OR patplan.Ordinal = 1 			) LEFT JOIN inssub 	ON inssub.InsSubNum = patplan.InsSubNum LEFT JOIN insplan 	ON insplan.PlanNum = inssub.PlanNum WHERE procedurelog.ProcStatus = 1 	AND procedurelog.ProcNum > 101028 	AND procedurelog.ProcNum <= 135928 GROUP BY procedurelog.ProcNum ORDER BY NULL;"	0
"SELECT `benefitnum`, `md5` FROM `benefit_temp`;"	1
"SELECT `commlognum`, `md5` FROM `commlog_temp`;"	1
